
394,Bachelor of Science (Medical Psychology),"Mathematics, English/Kiswahili, Biology, Chemistry","Psychological skills, Problem-solving, Communication, Analytical thinking"
395,Bachelor of Arts (History and Archaeology),"Mathematics, English/Kiswahili, History and Government","Historical analysis, Problem-solving, Communication, Analytical thinking"
396,Bachelor of Arts (History),"Mathematics, English/Kiswahili, History and Government","Historical analysis, Problem-solving, Communication, Analytical thinking"
397,Bachelor of Arts (History and Archaeology, With IT),"Mathematics, English/Kiswahili, History and Government, Computer Studies","Historical analysis, Problem-solving, Communication, Technology proficiency"
398,Bachelor of Arts in History & International Studies,"Mathematics, English/Kiswahili, History and Government","Historical analysis, Problem-solving, Communication, Analytical thinking"
399,Bachelor of Science (Animal Health & Production),"Mathematics, English/Kiswahili, Biology, Agriculture","Animal health, Problem-solving, Communication, Analytical thinking"
400,Bachelor of Science (Animal Health and Production),"Mathematics, English/Kiswahili, Biology, Agriculture","Animal health, Problem-solving, Communication, Analytical thinking"
401,Bachelor of Science (Animal Health, Production & Processing),"Mathematics, English/Kiswahili, Biology, Agriculture","Animal health, Problem-solving, Communication, Analytical thinking"
402,Bachelor of Science (Animal Production & Health Management),"Mathematics, English/Kiswahili, Biology, Agriculture","Animal health, Problem-solving, Communication, Analytical thinking"
403,Bachelor of Science in Animal Health Management,"Mathematics, English/Kiswahili, Biology, Agriculture","Animal health, Problem-solving, Communication, Analytical thinking"
404,Bachelor of Science in Animal Production,"Mathematics, English/Kiswahili, Biology, Agriculture","Animal production, Problem-solving, Communication, Analytical thinking"
405,Bachelor of Science in Applied Animal Laboratory Science,"Mathematics, English/Kiswahili, Biology, Chemistry","Laboratory skills, Problem-solving, Communication, Analytical thinking"
406,Bachelor of Science (Animal Science & Management),"Mathematics, English/Kiswahili, Biology, Agriculture","Animal science, Problem-solving, Communication, Analytical thinking"
407,Bachelor of Science (Animal Science, With IT),"Mathematics, English/Kiswahili, Biology, Agriculture, Computer Studies","Animal science, Problem-solving, Communication, Technology proficiency"
408,Bachelor of Science in Animal Science,"Mathematics, English/Kiswahili, Biology, Agriculture","Animal science, Problem-solving, Communication, Analytical thinking"
409,Bachelor of Science in Animal Science & Technology,"Mathematics, English/Kiswahili, Biology, Agriculture","Animal science, Problem-solving, Communication, Analytical thinking"
410,Bachelor of Science in Animal Products Technology,"Mathematics, English/Kiswahili, Biology, Agriculture","Animal products, Problem-solving, Communication, Analytical thinking"
411,Bachelor of Science (Food Nutrition and Dietetics),"Biology, Chemistry, Mathematics, English/Kiswahili","Nutrition analysis, Problem-solving, Communication, Analytical thinking"
412,Bachelor of Science (Human Nutrition and Dietetics),"Biology, Chemistry, Mathematics, English/Kiswahili","Nutrition analysis, Problem-solving, Communication, Analytical thinking"
413,Bachelor of Science (Food Science and Nutrition),"Biology, Chemistry, Mathematics, English/Kiswahili","Food science, Nutrition analysis, Problem-solving, Communication"
414,Bachelor of Science in Food Science and Nutrition,"Biology, Chemistry, Mathematics, English/Kiswahili","Food science, Nutrition analysis, Problem-solving, Communication"
415,Bachelor of Science (Nutrition and Dietetics, With IT),"Biology, Chemistry, Mathematics, English/Kiswahili, Computer Studies","Nutrition analysis, Problem-solving, Communication, Technology proficiency"
416,Bachelor of Science in Human Nutrition and Dietetics,"Biology, Chemistry, Mathematics, English/Kiswahili","Nutrition analysis, Problem-solving, Communication, Analytical thinking"
417,Bachelor of Science (Food Nutrition & Dietetics),"Biology, Chemistry, Mathematics, English/Kiswahili","Nutrition analysis, Problem-solving, Communication, Analytical thinking"
418,Bachelor of Technology (Nutrition and Dietetics),"Biology, Chemistry, Mathematics, English/Kiswahili, Computer Studies","Nutrition analysis, Problem-solving, Communication, Technology proficiency"
419,Bachelor of Science (Food Science & Nutrition),"Biology, Chemistry, Mathematics, English/Kiswahili","Food science, Nutrition analysis, Problem-solving, Communication"
420,Bachelor of Science (Food, Nutrition & Dietetics),"Biology, Chemistry, Mathematics, English/Kiswahili","Nutrition analysis, Problem-solving, Communication, Analytical thinking"
421,Bachelor of Science in Food Nutrition and Dietetics,"Biology, Chemistry, Mathematics, English/Kiswahili","Nutrition analysis, Problem-solving, Communication, Analytical thinking"
422,Bachelor of Science (Fisheries and Aquaculture Management),"Biology, Chemistry, Mathematics, English/Kiswahili","Fisheries management, Problem-solving, Communication, Analytical thinking"
423,Bachelor of Science (Fisheries and Aquaculture, With IT),"Biology, Chemistry, Mathematics, English/Kiswahili, Computer Studies","Fisheries management, Problem-solving, Communication, Technology proficiency"
424,Bachelor of Science Fisheries Management and Aquaculture Technology,"Biology, Chemistry, Mathematics, English/Kiswahili","Fisheries management, Problem-solving, Communication, Analytical thinking"
425,Bachelor of Science in Fisheries and Aquaculture,"Biology, Chemistry, Mathematics, English/Kiswahili","Fisheries management, Problem-solving, Communication, Analytical thinking"
426,Bachelor of Science (Coastal & Marine Resource Management),"Biology, Chemistry, Mathematics, Geography","Marine resource management, Problem-solving, Communication, Analytical thinking"
427,Bachelor of Science (Marine Biology & Fisheries),"Biology, Chemistry, Mathematics, Geography","Marine biology, Problem-solving, Communication, Analytical thinking"
428,Bachelor of Science (Fisheries & Aquatic Sciences),"Biology, Chemistry, Mathematics, Geography","Fisheries science, Problem-solving, Communication, Analytical thinking"
429,Bachelor of Science in Aquaculture and Fisheries Technology,"Biology, Chemistry, Mathematics, English/Kiswahili","Aquaculture, Problem-solving, Communication, Analytical thinking"
430,Bachelor of Science in Fisheries and Oceanography,"Biology, Chemistry, Mathematics, Geography","Fisheries science, Problem-solving, Communication, Analytical thinking"
431,Bachelor of Science in Marine Resource Management,"Biology, Chemistry, Mathematics, Geography","Marine resource management, Problem-solving, Communication, Analytical thinking"
432,Bachelor of Science in Maritime Management (Commercial),"Biology, Chemistry, Mathematics, Geography","Maritime management, Problem-solving, Communication, Analytical thinking"
433,Bachelor of Science (Applied Aquatic Science),"Biology, Chemistry, Mathematics, Geography","Aquatic science, Problem-solving, Communication, Analytical thinking"
434,Bachelor of Science (Food Processing Technology),"Biology, Chemistry, Mathematics, English/Kiswahili","Food processing, Problem-solving, Communication, Analytical thinking"
435,Bachelor of Science in Food Science & Technology,"Biology, Chemistry, Mathematics, English/Kiswahili","Food science, Problem-solving, Communication, Analytical thinking"
436,Bachelor of Science (Food Science & Technology),"Biology, Chemistry, Mathematics, English/Kiswahili","Food science, Problem-solving, Communication, Analytical thinking"
437,Bachelor of Science (Food Science and Management),"Biology, Chemistry, Mathematics, English/Kiswahili","Food science, Problem-solving, Communication, Analytical thinking"
438,Bachelor of Science (Food Science and Technology),"Biology, Chemistry, Mathematics, English/Kiswahili","Food science, Problem-solving, Communication, Analytical thinking"
439,Bachelor of Science (Food Security),"Biology, Chemistry, Mathematics, English/Kiswahili","Food security, Problem-solving, Communication, Analytical thinking"
440,Bachelor of Science in Food Technology & Quality Assurance,"Biology, Chemistry, Mathematics, English/Kiswahili","Food technology, Problem-solving, Communication, Analytical thinking"
441,Bachelor of Environmental Science,"Biology, Chemistry, Mathematics, Geography","Environmental analysis, Problem-solving, Communication, Analytical thinking"
442,Bachelor of Technology (Environmental Resource Management),"Biology, Chemistry, Mathematics, Geography, Computer Studies","Environmental management, Problem-solving, Communication, Technology proficiency"
443,Bachelor of Environmental Studies,"Biology, Chemistry, Mathematics, Geography","Environmental analysis, Problem-solving, Communication, Analytical thinking"
444,Bachelor of Science (Environmental Management),"Biology, Chemistry, Mathematics, Geography","Environmental management, Problem-solving, Communication, Analytical thinking"
445,Bachelor of Science in Environmental Studies,"Biology, Chemistry, Mathematics, Geography","Environmental analysis, Problem-solving, Communication, Analytical thinking"
446,Bachelor of Science (Environmental Science, With IT),"Biology, Chemistry, Mathematics, Geography, Computer Studies","Environmental analysis, Problem-solving, Communication, Technology proficiency"
447,Bachelor of Environmental Studies (Arts),"Biology, Chemistry, Mathematics, Geography","Environmental analysis, Problem-solving, Communication, Analytical thinking"
448,Bachelor of Science (Environmental Science),"Biology, Chemistry, Mathematics, Geography","Environmental analysis, Problem-solving, Communication, Analytical thinking"
449,Bachelor of Science in Environmental Science and Technology,"Biology, Chemistry, Mathematics, Geography","Environmental analysis, Problem-solving, Communication, Analytical thinking"
450,Bachelor of Science in Environmental Science,"Biology, Chemistry, Mathematics, Geography","Environmental analysis, Problem-solving, Communication, Analytical thinking"
451,Bachelor of Science (Environmental Sciences),"Biology, Chemistry, Mathematics, Geography","Environmental analysis, Problem-solving, Communication, Analytical thinking"
452,Bachelor of Environmental (Environmental Resource Conservation),"Biology, Chemistry, Mathematics, Geography","Environmental conservation, Problem-solving, Communication, Analytical thinking"
453,Bachelor of Environmental Studies (Community Development),"Biology, Chemistry, Mathematics, Geography","Community development, Problem-solving, Communication, Analytical thinking"
454,Bachelor of Science (Bio-resources Management and Conservation),"Biology, Chemistry, Mathematics, Geography","Resource management, Problem-solving, Communication, Analytical thinking"
455,Bachelor of Environmental Planning & Development Management,"Biology, Chemistry, Mathematics, Geography","Environmental planning, Problem-solving, Communication, Analytical thinking"
456,Bachelor of Environmental Education,"Biology, Chemistry, Mathematics, Geography","Environmental education, Problem-solving, Communication, Analytical thinking"
457,Bachelor of Environmental Studies and Community Development,"Biology, Chemistry, Mathematics, Geography","Community development, Problem-solving, Communication, Analytical thinking"
458,Bachelor of Science in Environment, Lands and Sustainable Development,"Biology, Chemistry, Mathematics, Geography","Sustainable development, Problem-solving, Communication, Analytical thinking"
459,Bachelor of Science in Natural Resources,"Biology, Chemistry, Mathematics, Geography","Resource management, Problem-solving, Communication, Analytical thinking"
460,Bachelor of Science (Sustainable Energy & Climate Change Systems),"Biology, Chemistry, Mathematics, Geography","Sustainable energy, Problem-solving, Communication, Analytical thinking"
461,Bachelor of Science (Natural Resource Management),"Biology, Chemistry, Mathematics, Geography","Resource management, Problem-solving, Communication, Analytical thinking"
462,Bachelor of Science (Agriculture & Biotechnology),"Biology, Chemistry, Mathematics, Agriculture","Agricultural biotechnology, Problem-solving, Communication, Analytical thinking"
463,Bachelor of Science (Agriculture and Biotechnology),"Biology, Chemistry, Mathematics, Agriculture","Agricultural biotechnology, Problem-solving, Communication, Analytical thinking"
464,Bachelor of Science in Natural Resources Management,"Biology, Chemistry, Mathematics, Geography","Resource management, Problem-solving, Communication, Analytical thinking"
465,Bachelor of Science (Nutraceutical Science and Technology),"Biology, Chemistry, Mathematics, Agriculture","Nutraceutical science, Problem-solving, Communication, Analytical thinking"
466,Bachelor of Science in Nutraceutical Science and Technology,"Biology, Chemistry, Mathematics, Agriculture","Nutraceutical science, Problem-solving, Communication, Analytical thinking"
467,Bachelor of Science (Aquatic Resources Conservation and Development, With IT),"Biology, Chemistry, Mathematics, Geography, Computer Studies","Aquatic conservation, Problem-solving, Communication, Technology proficiency"
468,Bachelor of Science (Utilization & Sustainability of Arid Lands (Usal)),"Biology, Chemistry, Mathematics, Geography","Sustainable land use, Problem-solving, Communication, Analytical thinking"
469,Bachelor of Science (Wildlife Enterprises & Management),"Biology, Chemistry, Mathematics, Geography","Wildlife management, Problem-solving, Communication, Analytical thinking"
470,Bachelor of Science in Wildlife Enterprise & Management,"Biology, Chemistry, Mathematics, Geography","Wildlife management, Problem-solving, Communication, Analytical thinking"
471,Bachelor of Science in Natural Resource Management,"Biology, Chemistry, Mathematics, Geography","Resource management, Problem-solving, Communication, Analytical thinking"
472,Bachelor of Science in Soil Environment & Land Use Management,"Biology, Chemistry, Mathematics, Geography","Soil management, Problem-solving, Communication, Analytical thinking"
473,Bachelor of Science (Environmental Horticulture & Landscaping Technology),"Biology, Chemistry, Mathematics, Agriculture","Horticulture, Problem-solving, Communication, Analytical thinking"
474,Bachelor of Science (Forestry),"Biology, Chemistry, Mathematics, Geography","Forestry management, Problem-solving, Communication, Analytical thinking"
475,Bachelor of Science (Horticulture),"Biology, Chemistry, Mathematics, Agriculture","Horticulture, Problem-solving, Communication, Analytical thinking"
476,Bachelor of Science in Horticulture,"Biology, Chemistry, Mathematics, Agriculture","Horticulture, Problem-solving, Communication, Analytical thinking"
477,Bachelor of Science in Horticultural Science & Management Development,"Biology, Chemistry, Mathematics, Agriculture","Horticulture, Problem-solving, Communication, Analytical thinking"
478,Bachelor of Science Horticulture,"Biology, Chemistry, Mathematics, Agriculture","Horticulture, Problem-solving, Communication, Analytical thinking"
479,Bachelor of Science (Dairy Technology & Management),"Biology, Chemistry, Mathematics, Agriculture","Dairy technology, Problem-solving, Communication, Analytical thinking"
480,Bachelor of Science (Leather Technology),"Biology, Chemistry, Mathematics, Agriculture","Leather technology, Problem-solving, Communication, Analytical thinking"
481,Bachelor of Science (Horticultural Science & Management),"Biology, Chemistry, Mathematics, Agriculture","Horticulture, Problem-solving, Communication, Analytical thinking"
482,Bachelor of Science (Soil Science),"Biology, Chemistry, Mathematics, Geography","Soil science, Problem-solving, Communication, Analytical thinking"
483,Bachelor of Science (Range Management),"Biology, Chemistry, Mathematics, Geography","Range management, Problem-solving, Communication, Analytical thinking"
484,Bachelor of Science (Soils & Land Use Management),"Biology, Chemistry, Mathematics, Geography","Soil management, Problem-solving, Communication, Analytical thinking"
485,Bachelor of Science (Bio-resources Management and Conservation),"Biology, Chemistry, Mathematics, Geography","Resource management, Problem-solving, Communication, Analytical thinking"
486,Bachelor of Science (Water and Environment Management),"Biology, Chemistry, Mathematics, Geography","Water management, Problem-solving, Communication, Analytical thinking"
487,Bachelor of Science (Integrated Forest Resources Management),"Biology, Chemistry, Mathematics, Geography","Forestry management, Problem-solving, Communication, Analytical thinking"
488,Bachelor of Science (Wood Science and Industrial Processes),"Biology, Chemistry, Mathematics, Geography","Wood science, Problem-solving, Communication, Analytical thinking"
489,Bachelor of Science (Natural Products),"Biology, Chemistry, Mathematics, Geography","Natural products, Problem-solving, Communication, Analytical thinking"
490,Bachelor of Science (Natural Resources Management),"Biology, Chemistry, Mathematics, Geography","Resource management, Problem-solving, Communication, Analytical thinking"
491,Bachelor of Science (Leather Technology),"Biology, Chemistry, Mathematics, Agriculture","Leather technology, Problem-solving, Communication, Analytical thinking"
492,Bachelor of Science (Soil Science, With IT),"Biology, Chemistry, Mathematics, Geography, Computer Studies","Soil science, Problem-solving, Communication, Technology proficiency"
493,Bachelor of Science (Soil Science),"Biology, Chemistry, Mathematics, Geography","Soil science, Problem-solving, Communication, Analytical thinking"
494,Bachelor of Science (Wildlife Management),"Biology, Chemistry, Mathematics, Geography","Wildlife management, Problem-solving, Communication, Analytical thinking"
495,Bachelor of Science (Wildlife Management),"Biology, Chemistry, Mathematics, Geography","Wildlife management, Problem-solving, Communication, Analytical thinking"
496,Bachelor of Science (Water and Environment Management),"Biology, Chemistry, Mathematics, Geography","Water management, Problem-solving, Communication, Analytical thinking"
497,Bachelor of Science (Wood Science and Industrial Processes),"Biology, Chemistry, Mathematics, Geography","Wood science, Problem-solving, Communication, Analytical thinking"
498,Bachelor of Science in Agriculture,"Biology, Chemistry, Mathematics, Agriculture","Agricultural science, Problem-solving, Communication, Analytical thinking"
499,Bachelor of Science (Agriculture),"Biology, Chemistry, Mathematics, Agriculture","Agricultural science, Problem-solving, Communication, Analytical thinking"
500,Bachelor of Science in Water and Environment Management,"Biology, Chemistry, Mathematics, Geography","Water management, Problem-solving, Communication, Analytical thinking"
501,Bachelor of Science (Dryland Agriculture),"Biology, Chemistry, Mathematics, Agriculture","Dryland agriculture, Problem-solving, Communication, Analytical thinking"
502,Bachelor of Science (Environmental Conservation and Natural Resources Management),"Biology, Chemistry, Mathematics, Geography","Environmental conservation, Problem-solving, Communication, Analytical thinking"
503,Bachelor of Science (Land Resource Planning & Management),"Biology, Chemistry, Mathematics, Geography","Land resource planning, Problem-solving, Communication, Analytical thinking"
504,Bachelor of Science (Agronomy, With IT),"Biology, Chemistry, Mathematics, Agriculture, Computer Studies","Agronomy, Problem-solving, Communication, Technology proficiency"
505,Bachelor of Science in Land Resource Planning & Management,"Biology, Chemistry, Mathematics, Geography","Land resource planning, Problem-solving, Communication, Analytical thinking"
506,Bachelor of Arts (Geography),"Geography, English/Kiswahili, Mathematics","Geographical analysis, Problem-solving, Communication, Analytical thinking"
507,Bachelor of Science (Geography),"Geography, English/Kiswahili, Mathematics","Geographical analysis, Problem-solving, Communication, Analytical thinking"
508,Bachelor of Arts (Geography and Economics),"Geography, English/Kiswahili, Mathematics, Business Studies","Geographical analysis, Economic analysis, Problem-solving, Communication"
509,Bachelor of Arts (Kiswahili and Geography),"Geography, Kiswahili, English, Mathematics","Geographical analysis, Language proficiency, Problem-solving, Communication"
510,Bachelor of Science (Geography and Natural Resource Management, With IT),"Geography, English/Kiswahili, Mathematics, Computer Studies","Geographical analysis, Resource management, Problem-solving, Technology proficiency"
511,Bachelor of Arts (French),"French, English/Kiswahili, Mathematics","Language proficiency, Communication, Cultural awareness, Problem-solving"
512,Bachelor of Arts (French, With IT),"French, English/Kiswahili, Mathematics, Computer Studies","Language proficiency, Communication, Cultural awareness, Technology proficiency"
513,Bachelor of Arts (German),"German, English/Kiswahili, Mathematics","Language proficiency, Communication, Cultural awareness, Problem-solving"
514,Bachelor of Arts (Music),"Music, English/Kiswahili, Mathematics","Musical skills, Creativity, Communication, Problem-solving"
515,Bachelor of Arts (Music, With IT),"Music, English/Kiswahili, Mathematics, Computer Studies","Musical skills, Creativity, Communication, Technology proficiency"
516,Bachelor of Music,"Music, English/Kiswahili, Mathematics","Musical skills, Creativity, Communication, Problem-solving"
517,Bachelor of Music (Technology),"Music, English/Kiswahili, Mathematics, Computer Studies","Musical skills, Creativity, Communication, Technology proficiency"
518,Bachelor of Education (Science),"Mathematics, Physics, Chemistry, Biology, English/Kiswahili","Teaching skills, Problem-solving, Communication, Analytical thinking"
519,Bachelor of Science with Education,"Mathematics, Physics, Chemistry, Biology, English/Kiswahili","Teaching skills, Problem-solving, Communication, Analytical thinking"
520,Bachelor of Education (Science, With IT),"Mathematics, Physics, Chemistry, Biology, English/Kiswahili, Computer Studies","Teaching skills, Problem-solving, Communication, Technology proficiency"
521,Bachelor of Education (Science with IT),"Mathematics, Physics, Chemistry, Biology, English/Kiswahili, Computer Studies","Teaching skills, Problem-solving, Communication, Technology proficiency"
522,Bachelor of Education (Arts),"English/Kiswahili, History and Government, CRE/IRE/HRE","Teaching skills, Communication, Problem-solving, Analytical thinking"
523,Bachelor of Education (Early Childhood Development Education),"English/Kiswahili, Mathematics, Biology, CRE/IRE/HRE","Teaching skills, Communication, Problem-solving, Analytical thinking"
524,Bachelor of Education (Arts) Fine Art,"English/Kiswahili, Art and Design, CRE/IRE/HRE","Teaching skills, Creativity, Communication, Problem-solving"
525,Bachelor of Education (Early Childhood Development),"English/Kiswahili, Mathematics, Biology, CRE/IRE/HRE","Teaching skills, Communication, Problem-solving, Analytical thinking"
526,Bachelor of Education (Early Childhood Education),"English/Kiswahili, Mathematics, Biology, CRE/IRE/HRE","Teaching skills, Communication, Problem-solving, Analytical thinking"
527,Bachelor of Education (Arts) With Guidance and Counselling,"English/Kiswahili, History and Government, CRE/IRE/HRE","Teaching skills, Communication, Problem-solving, Analytical thinking"
528,Bachelor of Education (Early Childhood Education, With IT),"English/Kiswahili, Mathematics, Biology, Computer Studies, CRE/IRE/HRE","Teaching skills, Communication, Problem-solving, Technology proficiency"
529,Bachelor of Education (Arts, With IT),"English/Kiswahili, History and Government, Computer Studies, CRE/IRE/HRE","Teaching skills, Communication, Problem-solving, Technology proficiency"
530,Bachelor of Education (Guidance and Counselling),"English/Kiswahili, History and Government, CRE/IRE/HRE","Teaching skills, Communication, Problem-solving, Analytical thinking"
531,Bachelor of Education in Early Childhood Education,"English/Kiswahili, Mathematics, Biology, CRE/IRE/HRE","Teaching skills, Communication, Problem-solving, Analytical thinking"
532,Bachelor of Education (Home Science and Technology),"English/Kiswahili, Home Science, Mathematics, CRE/IRE/HRE","Teaching skills, Communication, Problem-solving, Analytical thinking"
533,Bachelor of Education (Library Science),"English/Kiswahili, Mathematics, History and Government, CRE/IRE/HRE","Teaching skills, Communication, Problem-solving, Analytical thinking"
534,Bachelor of Education Arts (Home Economics),"English/Kiswahili, Home Science, Mathematics, CRE/IRE/HRE","Teaching skills, Communication, Problem-solving, Analytical thinking"
535,Bachelor of Education Arts,"English/Kiswahili, History and Government, CRE/IRE/HRE","Teaching skills, Communication, Problem-solving, Analytical thinking"
536,Bachelor of Education (Early Childhood and Primary Education),"English/Kiswahili, Mathematics, Biology, CRE/IRE/HRE","Teaching skills, Communication, Problem-solving, Analytical thinking"
537,Bachelor of Arts (With Education),"English/Kiswahili, History and Government, CRE/IRE/HRE","Teaching skills, Communication, Problem-solving, Analytical thinking"
538,Bachelor of Education Arts (Business Studies),"English/Kiswahili, Business Studies, Mathematics, CRE/IRE/HRE","Teaching skills, Communication, Problem-solving, Analytical thinking"
539,Bachelor of Education (Physical Education and Sports),"English/Kiswahili, Biology, Mathematics, CRE/IRE/HRE","Teaching skills, Communication, Problem-solving, Analytical thinking"
540,Bachelor of Education (Physical Education),"English/Kiswahili, Biology, Mathematics, CRE/IRE/HRE","Teaching skills, Communication, Problem-solving, Analytical thinking"
541,Bachelor of Education (Special Needs Education - Secondary Option),"English/Kiswahili, Biology, Mathematics, CRE/IRE/HRE","Teaching skills, Communication, Problem-solving, Analytical thinking"
542,Bachelor of Education (Special Needs Education),"English/Kiswahili, Biology, Mathematics, CRE/IRE/HRE","Teaching skills, Communication, Problem-solving, Analytical thinking"
543,Bachelor of Education (Visual and Performing Arts),"English/Kiswahili, Art and Design, CRE/IRE/HRE","Teaching skills, Creativity, Communication, Problem-solving"
544,Bachelor of Education (French),"French, English/Kiswahili, Mathematics, CRE/IRE/HRE","Teaching skills, Language proficiency, Communication, Problem-solving"
545,Bachelor of Education (French, With IT),"French, English/Kiswahili, Mathematics, Computer Studies, CRE/IRE/HRE","Teaching skills, Language proficiency, Communication, Technology proficiency"
546,Bachelor of Education (Music),"Music, English/Kiswahili, Mathematics, CRE/IRE/HRE","Teaching skills, Musical skills, Communication, Problem-solving"
547,Bachelor of Education (Music, With IT),"Music, English/Kiswahili, Mathematics, Computer Studies, CRE/IRE/HRE","Teaching skills, Musical skills, Communication, Technology proficiency"
548,Bachelor of Education (German),"German, English/Kiswahili, Mathematics, CRE/IRE/HRE","Teaching skills, Language proficiency, Communication, Problem-solving"
549,Bachelor of Education (Arts) German,"German, English/Kiswahili, Mathematics, CRE/IRE/HRE","Teaching skills, Language proficiency, Communication, Problem-solving"
550,Bachelor of Agricultural Education & Extension,"Biology, Agriculture, Mathematics, English/Kiswahili","Teaching skills, Agricultural skills, Communication, Problem-solving"
551,Bachelor of Science (Agricultural Education & Extension),"Biology, Agriculture, Mathematics, English/Kiswahili","Teaching skills, Agricultural skills, Communication, Problem-solving"
552,Bachelor of Agricultural Education and Extension,"Biology, Agriculture, Mathematics, English/Kiswahili","Teaching skills, Agricultural skills, Communication, Problem-solving"
553,Bachelor of Science (Agricultural Extension and Education),"Biology, Agriculture, Mathematics, English/Kiswahili","Teaching skills, Agricultural skills, Communication, Problem-solving"
554,Bachelor of Science in Agricultural Extension,"Biology, Agriculture, Mathematics, English/Kiswahili","Teaching skills, Agricultural skills, Communication, Problem-solving"
555,Bachelor of Science (Agriculture Education & Extension),"Biology, Agriculture, Mathematics, English/Kiswahili","Teaching skills, Agricultural skills, Communication, Problem-solving"
556,Bachelor of Science (Agriculture Education and Extension),"Biology, Agriculture, Mathematics, English/Kiswahili","Teaching skills, Agricultural skills, Communication, Problem-solving"
557,Bachelor of Science (Agriculture Education and Extension, With IT),"Biology, Agriculture, Mathematics, English/Kiswahili, Computer Studies","Teaching skills, Agricultural skills, Communication, Technology proficiency"
558,Bachelor of Science Agricultural Extension and Education,"Biology, Agriculture, Mathematics, English/Kiswahili","Teaching skills, Agricultural skills, Communication, Problem-solving"
559,Bachelor of Education (Agricultural Education),"Biology, Agriculture, Mathematics, English/Kiswahili","Teaching skills, Agricultural skills, Communication, Problem-solving"
560,Bachelor of Science (Agricultural Extension Education),"Biology, Agriculture, Mathematics, English/Kiswahili","Teaching skills, Agricultural skills, Communication, Problem-solving"
561,Bachelor of Science in Agricultural Education & Extension,"Biology, Agriculture, Mathematics, English/Kiswahili","Teaching skills, Agricultural skills, Communication, Problem-solving"
562,Bachelor of Science (Agricultural Education and Extension),"Biology, Agriculture, Mathematics, English/Kiswahili","Teaching skills, Agricultural skills, Communication, Problem-solving"
563,Bachelor of Arts (Religion, With IT),"CRE/IRE/HRE, English/Kiswahili, Mathematics, Computer Studies","Teaching skills, Religious studies, Communication, Technology proficiency"
564,Bachelor of Arts in Sociology and Religious Studies,"CRE/IRE/HRE, English/Kiswahili, Mathematics","Teaching skills, Religious studies, Communication, Problem-solving"
565,Bachelor of Arts (Religious Studies),"CRE/IRE/HRE, English/Kiswahili, Mathematics","Teaching skills, Religious studies, Communication, Problem-solving"
566,Bachelor of Arts (Theology, With IT),"CRE/IRE/HRE, English/Kiswahili, Mathematics, Computer Studies","Teaching skills, Religious studies, Communication, Technology proficiency"
567,Bachelor of Arts (Sociology & Religion),"CRE/IRE/HRE, English/Kiswahili, Mathematics","Teaching skills, Religious studies, Communication, Problem-solving"
568,Bachelor of Arts in Intercultural Studies,"CRE/IRE/HRE, English/Kiswahili, Mathematics","Teaching skills, Religious studies, Communication, Problem-solving"
569,Bachelor of Arts in Islamic Studies,"CRE/IRE/HRE, English/Kiswahili, Mathematics","Teaching skills, Religious studies, Communication, Problem-solving"
570,Bachelor of Theology,"CRE/IRE/HRE, English/Kiswahili, Mathematics","Teaching skills, Religious studies, Communication, Problem-solving"
571,Bachelor of Arts in Biblical Studies,"CRE/IRE/HRE, English/Kiswahili, Mathematics","Teaching skills, Religious studies, Communication, Problem-solving"
572,Bachelor of Arts in Church Education Ministries,"CRE/IRE/HRE, English/Kiswahili, Mathematics","Teaching skills, Religious studies, Communication, Problem-solving"
573,Bachelor of Arts in Islamic Sharia,"CRE/IRE/HRE, English/Kiswahili, Mathematics","Teaching skills, Religious studies, Communication, Problem-solving"
574,Bachelor of Arts in Christian Ministries,"CRE/IRE/HRE, English/Kiswahili, Mathematics","Teaching skills, Religious studies, Communication, Problem-solving"

